InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV1012741,28-09-2024 06:17,STR024,PRD0103,Shoes,2,4224.12,5,1507.27,Returning,Card
INV1012742,27-04-2024 18:04,STR016,PRD0105,Shoes,1,7045.43,0,487.68,New,Card
INV1012743,19-12-2024 03:20,STR018,PRD0115,Shoes,3,5457.47,0,2152.71,Returning,Card
INV1012744,28-06-2024 07:22,STR040,PRD0058,Accessories,2,6081.87,0,1780.04,New,Card
INV1012745,16-11-2024 03:18,STR027,PRD0001,Clothing,8,2822.88,0,1482.2,Returning,Digital
INV1012746,04-11-2024 06:28,STR049,PRD0036,Clothing,5,1847.23,5,1267.83,Returning,Cash
INV1012747,19-04-2024 08:34,STR039,PRD0059,Accessories,3,9083.54,20,405,Returning,Cash
INV1012748,29-03-2024 07:32,STR013,PRD0040,Clothing,4,3756.31,5,1327.86,New,Cash
INV1012749,14-02-2025 18:32,STR043,PRD0078,Accessories,5,9387.45,20,1070.4,New,Digital
INV1012750,16-08-2024 06:26,STR048,PRD0015,Clothing,2,4402.34,10,1493.8,Returning,Cash
INV1012751,15-02-2024 23:52,STR025,PRD0031,Clothing,3,4229.81,5,1883.01,Returning,Digital
INV1012752,05-08-2024 08:11,STR011,PRD0045,Accessories,3,4014.76,5,209,Returning,Cash
INV1012753,28-09-2024 23:05,STR045,PRD0002,Clothing,1,2718.56,5,141.84,Returning,Card
INV1012754,04-09-2025 00:05,STR040,PRD0049,Accessories,3,6149.87,10,1300.35,Returning,Card
INV1012755,15-08-2024 00:14,STR046,PRD0094,Shoes,5,6885.06,5,745.49,Returning,Digital
INV1012756,18-02-2025 03:38,STR040,PRD0015,Clothing,4,3698,20,1455.72,Returning,Card
INV1012757,09-09-2025 21:25,STR020,PRD0012,Clothing,3,1389.6,5,1223.25,Returning,Digital
INV1012758,17-01-2024 08:20,STR022,PRD0107,Shoes,3,4592.96,10,325.34,Returning,Card
INV1012759,15-03-2024 18:27,STR036,PRD0112,Shoes,2,4055.23,0,528.58,Returning,Cash
INV1012760,24-11-2023 00:34,STR050,PRD0015,Clothing,3,3396.85,0,1216.1,Returning,Card
INV1012761,19-02-2025 02:49,STR004,PRD0105,Shoes,4,1139.12,25,515.33,New,Card
INV1012762,15-02-2024 08:05,STR032,PRD0054,Accessories,3,2466.48,15,1650.22,New,Cash
INV1012763,01-04-2024 02:53,STR027,PRD0061,Accessories,3,1488.33,0,2313.46,Returning,Card
INV1012764,03-06-2024 19:23,STR014,PRD0097,Shoes,1,6261.96,5,1858.54,Returning,Digital
INV1012765,31-12-2023 00:12,STR018,PRD0108,Shoes,8,3173.01,0,963.9,Returning,Digital
INV1012766,02-03-2024 18:32,STR039,PRD0100,Shoes,3,1484.07,0,1451.05,Returning,Cash
INV1012767,20-01-2024 18:31,STR043,PRD0108,Shoes,4,7322.34,0,998.48,Returning,Cash
INV1012768,18-08-2024 23:41,STR026,PRD0049,Accessories,7,6185.2,20,1340.37,Returning,Cash
INV1012769,06-09-2024 01:54,STR033,PRD0034,Clothing,3,3123.78,5,2291.82,Returning,Cash
INV1012770,06-12-2024 22:26,STR038,PRD0003,Clothing,4,1275,15,582.67,Returning,Cash
INV1012771,25-09-2025 02:55,STR004,PRD0059,Accessories,2,9190.21,10,396.59,Returning,Cash
INV1012772,02-09-2024 06:27,STR019,PRD0025,Clothing,3,3417.99,0,1736.34,Returning,Cash
INV1012773,11-10-2024 06:55,STR024,PRD0030,Clothing,3,4578.17,0,1337.24,Returning,Card
INV1012774,03-12-2024 02:36,STR034,PRD0055,Accessories,5,3919.61,5,1365.27,New,Card
INV1012775,20-07-2025 22:59,STR004,PRD0081,Shoes,6,5924.06,15,982.52,Returning,Card
INV1012776,05-11-2024 04:06,STR048,PRD0070,Accessories,5,2481.47,0,582.3,Returning,Digital
INV1012777,10-08-2024 05:33,STR027,PRD0041,Accessories,4,7672.26,15,1407.34,Returning,Digital
INV1012778,07-02-2024 18:28,STR027,PRD0063,Accessories,2,6330.24,0,1191.58,Returning,Card
INV1012779,02-05-2024 20:58,STR008,PRD0099,Shoes,3,5889.63,0,2101.28,Returning,Card
INV1012780,18-03-2025 19:08,STR032,PRD0029,Clothing,1,4357.22,0,1917.48,Returning,Digital
INV1012781,22-06-2025 18:13,STR040,PRD0037,Clothing,3,1604.69,5,1919.2,Returning,Cash
INV1012782,26-04-2024 20:12,STR022,PRD0105,Shoes,1,4359.32,0,688.6,New,Card
INV1012783,30-06-2024 18:49,STR044,PRD0082,Shoes,4,7995.53,0,648.74,New,Card
INV1012784,04-03-2024 08:01,STR008,PRD0082,Shoes,2,3249.16,15,609.19,Returning,Digital
INV1012785,29-08-2024 01:00,STR026,PRD0009,Clothing,3,3481.44,10,810.62,Returning,Digital
INV1012786,27-01-2024 18:54,STR033,PRD0086,Shoes,6,7222.42,0,482.9,New,Digital
INV1012787,26-08-2025 00:46,STR008,PRD0010,Clothing,5,4527.23,10,160.84,Returning,Cash
INV1012788,07-11-2025 07:42,STR020,PRD0020,Clothing,4,1021.33,0,90.86,Returning,Cash
INV1012789,12-01-2024 08:03,STR050,PRD0049,Accessories,4,3422.62,0,1386.13,New,Digital
INV1012790,29-04-2025 06:36,STR022,PRD0040,Clothing,1,4888.99,5,1224.78,Returning,Card
INV1012791,05-06-2025 21:40,STR013,PRD0023,Clothing,2,1709.48,5,702.32,New,Card
INV1012792,18-06-2024 04:20,STR019,PRD0039,Clothing,3,3635.92,10,1609.74,Returning,Digital
INV1012793,24-01-2025 00:41,STR041,PRD0092,Shoes,3,1560.08,0,1322.68,Returning,Digital
INV1012794,20-06-2024 00:26,STR014,PRD0002,Clothing,3,4779.01,0,136.88,Returning,Digital
INV1012795,16-04-2024 01:04,STR046,PRD0072,Accessories,2,5171.63,5,1828.44,Returning,Digital
INV1012796,01-02-2024 19:00,STR001,PRD0065,Accessories,4,1510.45,25,1471.43,Returning,Cash
INV1012797,01-11-2024 18:37,STR019,PRD0093,Shoes,7,5468.58,15,1566.78,Returning,Digital
INV1012798,29-06-2024 06:23,STR021,PRD0066,Accessories,2,7820.27,0,1373.83,Returning,Card
INV1012799,31-12-2023 21:59,STR030,PRD0108,Shoes,6,3490.36,5,841.88,Returning,Cash
INV1012800,20-08-2024 05:01,STR021,PRD0070,Accessories,3,8837.78,15,658.9,New,Digital
INV1012801,03-05-2024 02:36,STR036,PRD0048,Accessories,2,2302.63,0,733.79,Returning,Card
INV1012802,25-04-2025 22:11,STR021,PRD0070,Accessories,1,4274.53,0,626.94,Returning,Cash
INV1012803,30-03-2025 05:06,STR037,PRD0097,Shoes,4,7091.19,25,2034.35,Returning,Card
INV1012804,21-12-2023 20:55,STR031,PRD0109,Shoes,4,2794.99,0,776.02,Returning,Cash
INV1012805,28-07-2024 01:28,STR022,PRD0026,Clothing,4,3766.68,20,833.93,New,Digital
INV1012806,10-02-2024 20:29,STR034,PRD0033,Clothing,3,525.53,5,1102.52,Returning,Card
INV1012807,16-07-2024 04:24,STR002,PRD0032,Clothing,2,4758.23,0,1604.32,New,Card
INV1012808,31-07-2024 05:48,STR030,PRD0089,Shoes,2,2529.02,0,270.23,New,Cash
INV1012809,04-10-2025 05:02,STR024,PRD0099,Shoes,3,2633.54,10,1844.69,Returning,Digital
INV1012810,13-08-2025 03:36,STR012,PRD0013,Clothing,2,3379.6,0,150.11,Returning,Card
INV1012811,19-07-2024 17:40,STR038,PRD0102,Shoes,4,3903.49,10,1546.3,New,Digital
INV1012812,13-11-2025 03:11,STR046,PRD0092,Shoes,5,5194.35,5,1417.2,New,Digital
INV1012813,20-07-2024 21:58,STR032,PRD0036,Clothing,1,3219.41,0,1262.07,Returning,Cash
INV1012814,23-12-2023 02:39,STR019,PRD0086,Shoes,2,3152.3,0,519.48,Returning,Digital
INV1012815,06-06-2024 21:51,STR035,PRD0049,Accessories,4,1383.61,15,1432.89,Returning,Card
INV1012816,20-12-2024 03:17,STR006,PRD0100,Shoes,5,3834.75,0,2009.04,New,Card
INV1012817,17-02-2025 07:19,STR028,PRD0074,Accessories,2,4202.99,0,619.57,New,Card
INV1012818,20-03-2024 00:55,STR036,PRD0016,Clothing,1,2226.31,0,1163.77,Returning,Card
INV1012819,27-11-2024 05:18,STR050,PRD0017,Clothing,2,2006.37,5,422.36,Returning,Card
INV1012820,06-06-2024 04:33,STR050,PRD0105,Shoes,2,5198.41,0,501.12,Returning,Digital
INV1012821,29-10-2025 19:37,STR041,PRD0038,Clothing,4,2747.25,15,1102.51,Returning,Card
INV1012822,12-02-2025 22:59,STR028,PRD0062,Accessories,3,654.41,10,1158.72,New,Card
INV1012823,20-09-2024 03:42,STR019,PRD0035,Clothing,3,4883.3,5,732.2,New,Card
INV1012824,28-07-2025 07:32,STR041,PRD0007,Clothing,4,1139.44,25,2046.52,Returning,Cash
INV1012825,12-02-2025 02:31,STR013,PRD0101,Shoes,4,1171.04,10,113.85,Returning,Card
INV1012826,12-12-2024 06:00,STR050,PRD0093,Shoes,3,2954.5,5,1716.72,New,Digital
INV1012827,22-11-2024 06:55,STR048,PRD0010,Clothing,6,1906.51,20,184.92,Returning,Cash
INV1012828,05-06-2025 04:46,STR004,PRD0037,Clothing,3,641.59,0,1374.69,New,Digital
INV1012829,15-06-2024 21:59,STR031,PRD0081,Shoes,2,7802.27,0,1122.04,Returning,Card
INV1012830,18-04-2024 22:46,STR048,PRD0011,Clothing,2,3970.31,0,496.46,Returning,Digital
INV1012831,09-11-2024 03:56,STR029,PRD0058,Accessories,7,4337.83,25,1422.27,New,Card
INV1012832,10-06-2025 18:23,STR028,PRD0089,Shoes,4,3080.82,25,230.52,Returning,Cash
INV1012833,26-09-2024 07:01,STR004,PRD0097,Shoes,4,6872.03,10,2104.46,Returning,Card
INV1012834,18-08-2024 04:23,STR045,PRD0032,Clothing,4,2108.38,25,1560.41,New,Cash
INV1012835,17-03-2025 22:33,STR032,PRD0016,Clothing,4,1385.98,10,1144.67,Returning,Digital
INV1012836,12-05-2024 00:03,STR004,PRD0087,Shoes,3,3686.58,0,2332.06,New,Card
INV1012837,05-04-2025 20:38,STR041,PRD0049,Accessories,3,408.7,5,1554.97,New,Digital
INV1012838,04-07-2025 20:24,STR010,PRD0040,Clothing,3,1338.59,15,1314.93,Returning,Cash
INV1012839,25-02-2024 21:33,STR001,PRD0049,Accessories,4,9676.26,15,1335.13,Returning,Cash
INV1012840,29-11-2024 19:46,STR048,PRD0025,Clothing,7,3700.27,20,1674.69,New,Digital
INV1012841,13-03-2025 22:02,STR039,PRD0053,Accessories,2,6376,0,638.07,New,Cash
INV1012842,08-07-2024 01:34,STR030,PRD0033,Clothing,2,2566.86,0,1029.96,Returning,Card
INV1012843,29-06-2024 19:41,STR028,PRD0062,Accessories,2,1780.11,0,1170.55,Returning,Cash
INV1012844,23-01-2025 19:49,STR029,PRD0048,Accessories,3,5521,0,730.2,New,Card
INV1012845,21-08-2025 22:02,STR021,PRD0085,Shoes,1,3525.1,0,994.63,New,Cash
INV1012846,02-03-2025 22:27,STR023,PRD0063,Accessories,3,8413.05,15,1180.18,Returning,Cash
INV1012847,13-06-2025 08:06,STR016,PRD0052,Accessories,1,5712.26,5,536.39,Returning,Card
INV1012848,03-07-2024 07:00,STR026,PRD0012,Clothing,3,4395.32,10,1035.26,New,Cash
INV1012849,11-03-2024 18:22,STR040,PRD0086,Shoes,2,1113.92,0,558.45,Returning,Card
INV1012850,01-11-2025 22:01,STR004,PRD0051,Accessories,11,8658.1,30,947.78,New,Cash
INV1012851,14-03-2025 23:33,STR024,PRD0062,Accessories,3,2028.82,5,1443.7,Returning,Cash
INV1012852,03-10-2025 23:55,STR001,PRD0019,Clothing,3,1815.47,0,1323.86,New,Card
INV1012853,13-03-2025 18:40,STR047,PRD0104,Shoes,2,5520.82,0,1112.48,Returning,Digital
INV1012854,21-03-2024 08:11,STR010,PRD0072,Accessories,3,9084.33,5,1865.5,Returning,Card
INV1012855,17-09-2025 04:04,STR007,PRD0060,Accessories,3,441.94,15,965.63,Returning,Cash
INV1012856,08-06-2025 08:01,STR013,PRD0036,Clothing,4,2085.48,10,1285.97,Returning,Cash
INV1012857,28-09-2025 22:23,STR026,PRD0076,Accessories,3,9483.15,0,1006.61,New,Digital
INV1012858,08-11-2024 19:34,STR027,PRD0053,Accessories,3,2279.06,0,626.94,New,Card
INV1012859,27-08-2025 02:55,STR043,PRD0100,Shoes,3,5355.78,10,2070.82,Returning,Cash
INV1012860,14-03-2024 00:25,STR018,PRD0019,Clothing,1,1871.52,0,1372.43,Returning,Digital
INV1012861,04-11-2024 04:41,STR039,PRD0079,Accessories,7,5608.6,20,576.06,Returning,Digital
INV1012862,21-08-2025 07:56,STR004,PRD0027,Clothing,3,4511.61,5,247.12,New,Cash
INV1012863,10-05-2025 06:33,STR044,PRD0105,Shoes,4,3068.23,10,708.32,New,Cash
INV1012864,04-10-2025 01:49,STR001,PRD0018,Clothing,6,3129.18,0,1368.3,New,Digital
INV1012865,13-06-2025 05:51,STR032,PRD0040,Clothing,3,3194.47,20,982.36,Returning,Digital
INV1012866,01-12-2024 20:02,STR011,PRD0101,Shoes,8,7013.82,30,138.65,New,Cash
INV1012867,12-10-2024 01:50,STR019,PRD0112,Shoes,8,7830.73,5,562.34,New,Card
INV1012868,05-08-2024 23:31,STR028,PRD0082,Shoes,2,2795.86,0,514.2,Returning,Cash
INV1012869,20-12-2024 20:07,STR021,PRD0069,Accessories,4,5253.44,0,629.01,Returning,Digital
INV1012870,01-04-2024 05:39,STR046,PRD0050,Accessories,5,1466.49,20,781.44,Returning,Cash
INV1012871,26-07-2024 18:47,STR036,PRD0088,Shoes,3,3542.16,25,1255.69,Returning,Cash
INV1012872,26-12-2023 23:52,STR008,PRD0018,Clothing,8,2453.6,25,1067.28,Returning,Cash
INV1012873,09-06-2024 05:28,STR048,PRD0039,Clothing,5,3541.83,20,1637.1,Returning,Cash
INV1012874,06-12-2023 06:25,STR041,PRD0059,Accessories,4,4367.85,20,462.6,Returning,Card
INV1012875,15-07-2024 19:30,STR027,PRD0005,Clothing,2,1919.85,0,1257.35,Returning,Cash
INV1012876,16-05-2024 00:49,STR030,PRD0062,Accessories,2,8193.48,10,1388.81,New,Digital
INV1012877,04-11-2024 03:00,STR037,PRD0022,Clothing,2,759.68,5,1489.8,Returning,Digital
INV1012878,23-07-2024 23:15,STR044,PRD0108,Shoes,3,4404.74,0,972.86,Returning,Cash
INV1012879,06-01-2024 20:30,STR008,PRD0064,Accessories,6,3406.73,15,1642.67,Returning,Card
INV1012880,13-06-2025 06:53,STR003,PRD0089,Shoes,3,7533.57,5,281.49,New,Card
INV1012881,01-11-2024 19:01,STR038,PRD0038,Clothing,7,1532.19,10,1161.44,Returning,Cash
INV1012882,21-02-2024 22:08,STR007,PRD0028,Clothing,7,1272.86,25,276.89,Returning,Cash
INV1012883,09-10-2025 07:29,STR016,PRD0060,Accessories,6,3404.19,20,680.1,Returning,Digital
INV1012884,11-01-2024 01:15,STR046,PRD0013,Clothing,3,3061.6,10,167.55,New,Card
INV1012885,21-06-2025 01:02,STR007,PRD0023,Clothing,4,3027.99,5,741.64,New,Card
INV1012886,05-07-2025 19:25,STR049,PRD0001,Clothing,6,3293.26,20,1476.32,New,Card
INV1012887,16-04-2025 03:51,STR019,PRD0019,Clothing,2,4479.26,10,1953.72,New,Card
INV1012888,02-01-2025 23:37,STR016,PRD0090,Shoes,5,1018.99,10,212.8,Returning,Cash
INV1012889,10-02-2025 00:40,STR011,PRD0033,Clothing,5,1432.62,15,1030.5,Returning,Card
INV1012890,04-05-2025 00:11,STR023,PRD0071,Accessories,3,8725.85,30,566.34,Returning,Card
INV1012891,08-03-2025 07:37,STR047,PRD0001,Clothing,7,3151.84,10,1204.33,Returning,Digital
INV1012892,25-10-2025 05:01,STR005,PRD0067,Accessories,5,3417.33,10,571.17,New,Digital
INV1012893,15-10-2025 01:01,STR035,PRD0029,Clothing,5,3547.32,10,1916.26,Returning,Cash
INV1012894,05-12-2024 21:32,STR021,PRD0067,Accessories,4,4262.18,10,630.8,Returning,Card
INV1012895,29-08-2024 22:50,STR037,PRD0047,Accessories,1,4921.28,0,305.23,Returning,Cash
INV1012896,16-04-2025 02:57,STR030,PRD0097,Shoes,2,5270.69,0,1996.23,New,Card
INV1012897,01-05-2024 22:48,STR027,PRD0052,Accessories,3,6920.1,15,557.29,Returning,Cash
INV1012898,03-11-2025 22:15,STR023,PRD0097,Shoes,4,5486.71,15,1645.57,Returning,Cash
INV1012899,30-04-2025 00:54,STR004,PRD0056,Accessories,3,2720.86,0,1339.14,Returning,Cash
INV1012900,09-08-2025 00:14,STR010,PRD0047,Accessories,4,5699.99,0,255.4,Returning,Digital
INV1012901,14-02-2025 07:26,STR038,PRD0113,Shoes,6,4304.4,30,1117.37,New,Cash
INV1012902,04-09-2024 02:58,STR036,PRD0036,Clothing,3,4021.21,5,1251.2,New,Card
INV1012903,18-12-2023 19:21,STR020,PRD0077,Accessories,6,8052.12,15,1595.53,New,Cash
INV1012904,02-12-2024 01:06,STR031,PRD0023,Clothing,5,4241.4,0,757.55,Returning,Digital
INV1012905,25-07-2025 20:42,STR030,PRD0074,Accessories,3,6102.12,5,786.83,Returning,Card
INV1012906,18-04-2024 04:09,STR048,PRD0006,Clothing,2,3464.22,0,1421.2,New,Cash
INV1012907,01-01-2024 07:04,STR048,PRD0013,Clothing,6,3767.86,0,146.44,Returning,Cash
INV1012908,05-06-2025 03:03,STR038,PRD0043,Accessories,2,3295.72,0,615.44,Returning,Card
INV1012909,27-05-2024 00:03,STR010,PRD0090,Shoes,5,5822.6,25,225.37,Returning,Card
INV1012910,28-10-2025 21:52,STR003,PRD0015,Clothing,5,4617.51,10,1272.61,Returning,Digital
INV1012911,22-06-2024 21:07,STR022,PRD0005,Clothing,4,1101.35,5,1368.31,Returning,Card
INV1012912,28-01-2025 17:59,STR018,PRD0106,Shoes,2,3488.79,0,1302.27,New,Card
INV1012913,16-05-2024 08:00,STR022,PRD0039,Clothing,3,3981.4,0,1456.59,Returning,Card
INV1012914,28-01-2025 00:14,STR010,PRD0029,Clothing,3,980.22,10,1480.9,New,Card
INV1012915,03-07-2024 07:58,STR041,PRD0095,Shoes,2,3753.08,0,219.77,Returning,Cash
INV1012916,19-10-2025 06:25,STR025,PRD0070,Accessories,5,6713.04,15,660.73,Returning,Card
INV1012917,06-08-2025 00:54,STR044,PRD0014,Clothing,3,1044.85,10,508.94,New,Cash
INV1012918,15-11-2024 18:43,STR019,PRD0102,Shoes,6,6290.87,10,1699,Returning,Digital
INV1012919,02-12-2023 02:24,STR025,PRD0017,Clothing,6,3189.6,10,531.23,Returning,Digital
INV1012920,28-03-2025 01:21,STR016,PRD0079,Accessories,3,4992.34,0,512.2,Returning,Card
INV1012921,03-11-2025 08:30,STR049,PRD0088,Shoes,4,5232.7,10,1159.92,Returning,Cash
INV1012922,14-12-2024 08:16,STR040,PRD0107,Shoes,7,4516.87,15,340.54,New,Digital
INV1012923,10-02-2025 01:57,STR022,PRD0035,Clothing,2,1727.2,0,674.92,Returning,Card
INV1012924,02-05-2024 06:57,STR041,PRD0103,Shoes,5,5567.45,20,1571.14,Returning,Cash
INV1012925,14-10-2025 03:10,STR012,PRD0064,Accessories,4,9012.48,20,1235.52,New,Card
INV1012926,25-11-2024 08:23,STR039,PRD0029,Clothing,6,2469.09,30,1603.59,Returning,Cash
INV1012927,08-06-2025 23:26,STR021,PRD0054,Accessories,2,7697.57,0,2157.11,Returning,Card
INV1012928,23-01-2024 05:31,STR045,PRD0067,Accessories,6,9557.83,20,565.98,New,Card
INV1012929,14-12-2023 21:12,STR024,PRD0112,Shoes,4,1112.16,5,709.31,New,Card
INV1012930,25-08-2025 07:56,STR001,PRD0052,Accessories,2,5176.86,0,566.95,Returning,Cash
INV1012931,28-05-2024 22:49,STR006,PRD0075,Accessories,1,1164.09,0,1126.07,Returning,Cash
INV1012932,10-09-2025 18:56,STR019,PRD0024,Clothing,3,3988.41,10,474.01,Returning,Digital
INV1012933,26-02-2025 18:23,STR006,PRD0079,Accessories,3,6459.66,0,582.37,Returning,Card
INV1012934,22-10-2025 05:18,STR014,PRD0055,Accessories,2,7635.24,0,1170.4,Returning,Digital
INV1012935,19-02-2024 03:31,STR049,PRD0087,Shoes,2,6023.08,5,2119.63,Returning,Cash
INV1012936,11-09-2025 02:01,STR019,PRD0085,Shoes,3,3764.12,15,744.57,Returning,Cash
INV1012937,12-09-2024 21:50,STR020,PRD0083,Shoes,3,3688.43,5,1282.61,New,Card
INV1012938,02-11-2025 01:22,STR042,PRD0106,Shoes,5,6229.89,0,1248.02,New,Digital
INV1012939,03-12-2024 20:22,STR006,PRD0044,Accessories,3,3361.35,0,746.12,Returning,Card
INV1012940,26-01-2025 00:46,STR034,PRD0102,Shoes,8,6167.36,5,1738.77,Returning,Digital
INV1012941,16-10-2025 21:25,STR003,PRD0065,Accessories,5,6388.67,0,1715.56,New,Card
INV1012942,25-03-2025 00:20,STR046,PRD0102,Shoes,4,5524.82,15,1710.8,New,Digital
INV1012943,27-07-2025 02:38,STR016,PRD0096,Shoes,2,2565.05,0,727.88,Returning,Cash
INV1012944,31-05-2025 22:02,STR017,PRD0025,Clothing,4,2101.8,5,1617.98,New,Card
INV1012945,22-10-2025 01:26,STR044,PRD0015,Clothing,7,3167.77,25,1597.32,Returning,Digital
INV1012946,24-12-2024 06:49,STR047,PRD0013,Clothing,4,4200.21,10,141.1,New,Cash
INV1012947,02-05-2025 23:51,STR004,PRD0030,Clothing,2,3311.17,5,1340.62,Returning,Card
INV1012948,12-03-2024 21:29,STR012,PRD0070,Accessories,3,3214.68,10,697.79,Returning,Card
INV1012949,10-10-2025 07:50,STR005,PRD0036,Clothing,4,537.84,5,1164.62,New,Digital
INV1012950,16-03-2024 18:03,STR050,PRD0083,Shoes,3,4261.41,10,1131.27,Returning,Cash
INV1012951,04-07-2025 04:56,STR001,PRD0037,Clothing,2,4364.22,0,1780.6,Returning,Card
INV1012952,23-11-2023 18:48,STR012,PRD0087,Shoes,6,5393.56,20,1816.81,Returning,Card
INV1012953,06-08-2024 21:29,STR032,PRD0045,Accessories,1,9599.67,5,204.85,Returning,Card
INV1012954,21-10-2024 07:53,STR039,PRD0080,Accessories,6,2905.94,25,636.39,Returning,Cash
INV1012955,06-04-2024 05:10,STR021,PRD0106,Shoes,5,3682.53,20,1505.5,New,Digital
INV1012956,07-02-2025 23:43,STR012,PRD0048,Accessories,1,2323.03,0,508.69,New,Card
INV1012957,04-03-2024 17:43,STR042,PRD0042,Accessories,2,4815.77,10,206.54,New,Cash
INV1012958,02-07-2025 01:01,STR015,PRD0043,Accessories,1,7457.24,15,432.43,Returning,Card
INV1012959,28-12-2024 00:13,STR014,PRD0115,Shoes,4,1914.58,15,1869.43,Returning,Digital
INV1012960,22-01-2025 21:37,STR018,PRD0110,Shoes,3,6891.73,5,1565.28,New,Digital
INV1012961,29-04-2025 08:05,STR045,PRD0049,Accessories,3,4426.56,0,1417.48,New,Card
INV1012962,22-11-2024 18:51,STR048,PRD0062,Accessories,6,9467.17,20,1397.93,New,Card
INV1012963,18-03-2024 00:36,STR035,PRD0093,Shoes,2,5139.35,0,1444.56,New,Digital
INV1012964,29-03-2025 19:25,STR004,PRD0034,Clothing,5,1457.69,20,1806.29,Returning,Cash
INV1012965,30-07-2024 19:16,STR003,PRD0016,Clothing,1,3847.18,0,1025.89,Returning,Card
INV1012966,13-09-2024 03:33,STR025,PRD0104,Shoes,1,6301.68,0,1130.87,New,Cash
INV1012967,25-11-2024 00:20,STR005,PRD0100,Shoes,6,1088.81,15,1943.64,Returning,Card
INV1012968,28-05-2024 02:40,STR015,PRD0048,Accessories,1,3391.86,0,745.83,Returning,Cash
INV1012969,10-08-2024 21:18,STR041,PRD0091,Shoes,1,6463.32,0,298.09,Returning,Digital
INV1012970,16-09-2024 19:04,STR010,PRD0107,Shoes,2,7075.98,10,356.87,Returning,Cash
INV1012971,04-03-2025 07:16,STR001,PRD0037,Clothing,4,4388.59,15,1857.11,New,Digital
INV1012972,09-05-2025 06:38,STR038,PRD0072,Accessories,3,4195.09,10,1730.1,Returning,Cash
INV1012973,17-04-2024 03:27,STR035,PRD0044,Accessories,1,3757.69,5,630.73,New,Digital
INV1012974,07-07-2024 06:13,STR021,PRD0079,Accessories,3,7205.34,0,701.32,New,Card
INV1012975,05-03-2024 01:07,STR031,PRD0026,Clothing,3,1251.41,15,755.59,Returning,Digital
INV1012976,02-07-2024 19:46,STR039,PRD0095,Shoes,3,2195.88,0,231.15,New,Card
INV1012977,17-07-2025 18:26,STR049,PRD0070,Accessories,6,5473.02,20,495.86,Returning,Card
INV1012978,07-03-2025 01:09,STR022,PRD0007,Clothing,4,4255.91,10,1693.64,Returning,Digital
INV1012979,11-09-2025 21:51,STR046,PRD0102,Shoes,2,5638.07,0,1246.49,Returning,Card
INV1012980,23-09-2024 07:26,STR026,PRD0010,Clothing,1,3909.3,5,153.92,New,Digital
INV1012981,26-09-2024 07:48,STR041,PRD0108,Shoes,2,7631.82,0,997.18,Returning,Card
INV1012982,28-05-2025 01:07,STR009,PRD0021,Clothing,3,1658.27,25,1482.69,Returning,Digital
INV1012983,22-04-2025 02:18,STR020,PRD0047,Accessories,3,4974.08,0,345.5,Returning,Digital
INV1012984,29-06-2024 18:12,STR048,PRD0023,Clothing,6,4255.99,10,821.48,Returning,Cash
INV1012985,06-04-2025 07:59,STR020,PRD0052,Accessories,4,1400.53,0,435.63,Returning,Cash
INV1012986,23-11-2024 18:08,STR003,PRD0007,Clothing,5,4743.28,5,2151.23,New,Card
INV1012987,07-03-2024 20:51,STR011,PRD0099,Shoes,3,1288.61,0,2037.14,Returning,Cash
INV1012988,26-08-2024 18:14,STR033,PRD0038,Clothing,4,2003.72,5,1074.59,Returning,Digital
INV1012989,24-12-2024 21:35,STR027,PRD0054,Accessories,5,952.87,0,1998.23,Returning,Cash
INV1012990,30-12-2023 04:29,STR048,PRD0051,Accessories,6,9573.22,0,851.23,Returning,Cash
INV1012991,08-10-2024 19:45,STR050,PRD0024,Clothing,3,4936.45,5,371.38,Returning,Cash
INV1012992,16-03-2025 02:15,STR039,PRD0051,Accessories,3,5256,20,871.58,Returning,Card
INV1012993,24-01-2025 19:28,STR018,PRD0025,Clothing,1,4140.29,0,1847.24,Returning,Card
INV1012994,28-12-2024 18:41,STR028,PRD0053,Accessories,4,3653.25,15,486.82,Returning,Cash
INV1012995,30-09-2025 08:32,STR017,PRD0030,Clothing,6,2763.07,30,1338.35,Returning,Cash
INV1012996,26-11-2024 05:45,STR008,PRD0082,Shoes,7,3110.22,15,653.58,New,Card
INV1012997,02-10-2025 05:54,STR040,PRD0010,Clothing,5,3077.45,15,154.38,New,Card
INV1012998,20-09-2024 03:17,STR012,PRD0022,Clothing,3,2949.63,15,1343.64,Returning,Card
INV1012999,10-08-2025 07:33,STR047,PRD0037,Clothing,5,618.22,0,1686,New,Digital
INV1013000,30-05-2025 02:38,STR048,PRD0017,Clothing,1,739.32,0,577.36,Returning,Cash
INV1013001,22-04-2024 00:07,STR031,PRD0047,Accessories,1,2279.27,5,323.68,New,Card
INV1013002,01-02-2025 03:37,STR036,PRD0055,Accessories,3,9875.46,0,1449.09,New,Cash
INV1013003,19-11-2025 01:14,STR039,PRD0045,Accessories,5,9580.06,10,264.81,Returning,Card
INV1013004,28-09-2024 22:07,STR036,PRD0020,Clothing,4,516.78,0,124.76,New,Card
INV1013005,04-08-2025 22:29,STR023,PRD0035,Clothing,1,1649.56,10,782.61,Returning,Cash
INV1013006,10-04-2025 18:18,STR032,PRD0044,Accessories,3,7787.22,0,754.46,Returning,Card
